Year,coal,natural gas,hydro,oil products
2012,9370.256666914001,5350.1341176470605,3683.0,984.5411764705883
2013,9437.545089782592,5454.728067226892,3787.0,970.0732142857144
2014,9498.62592565111,5559.322016806724,3904.0,956.3630252100841
2015,9553.499174519551,5676.661008403362,3897.0,943.681512605042
2016,9594.0,5794.0,4049.0,931.0
2017,9644.622911256214,5919.686953781513,4037.0,919.239180672269
2018,9680.873399124433,6050.293445378152,4206.623193277312,908.0201680672269
2019,9710.91629999258,6185.335147058823,4276.630441176471,897.2889705882353
2020,9731.647820360613,6326.0610084033615,4344.840336134454,886.9915966386554
2021,9752.379340728648,6466.786869747899,4411.307037815126,877.0740546218487
2022,9763.799480596572,6612.228235294117,4476.084705882353,867.4823529411765
2023,9769.012033464422,6760.1675,4539.227500000001,858.1624999999999
2024,9768.016999332196,6910.120336134453,4600.789579831933,849.0605042016806
2025,9757.71058469986,7062.1248739495795,4660.825105042018,840.1773109243697
2026,9747.404170067523,7214.129411764706,4719.388235294118,831.2941176470588
2027,9727.786374935074,7367.216995798319,4776.533130252101,822.521743697479
2028,9701.960992802553,7520.3808403361345,4832.313949579832,813.7512605042016
2029,9669.928023669956,7673.136617647058,4886.784852941177,804.9286764705882
2030,9628.583674037249,7824.311638655462,4940.0,795.9199579831933
2031,9587.239324404542,7975.486659663866,4992.013550420168,786.9112394957983
2032,9536.583594271722,8124.112268907563,5042.879663865547,777.6084033613445
2033,9479.72027713883,8270.3925,5092.6525,768.0374999999999
2034,9416.649373005861,8413.843025210084,5141.386218487395,758.144537815126
2035,9344.267088372782,8552.080336134455,5189.134978991597,747.6605042016806
2036,9271.884803739704,8690.317647058824,5235.952941176471,737.1764705882352
2037,9190.191138606515,8822.373088235294,5281.894264705883,725.9933823529411
2038,9102.28988647325,8949.661512605042,5327.013109243698,714.2722689075631
2039,9008.181047339913,9071.698592436975,5371.363634453782,701.9591386554622
2040,8904.760827706463,9184.89,5415.0,689.0
2041,8801.340608073013,9298.081407563026,5457.976365546219,675.3408613445379
2042,8688.609007939453,9401.458487394959,5500.346890756303,660.927731092437
2043,8569.669820805817,9497.646911764707,5542.165735294118,645.7066176470589
2044,8444.523046672108,9586.162352941177,5583.48705882353,629.6235294117648
2045,8310.064892038288,9666.520483193279,5624.365021008403,612.6244747899161
2046,8175.606737404467,9738.236974789917,5664.853781512606,594.6554621848741
2047,8031.837202270535,9800.827500000001,5705.0075,575.6625000000001
2048,7881.860080136528,9853.807731092438,5744.8803361344535,555.5915966386556
2049,7725.675371002449,9896.693340336136,5784.526449579832,534.3887605042019
2050,7560.179281368257,9929.0,5824.0,512.0
2051,7394.683191734066,9950.243382352943,5863.355147058823,488.37132352941194
2052,7219.875721599763,9959.939159663867,5902.646050420168,463.4487394957986
2053,7038.8606644653855,9957.603004201683,5941.926869747898,437.1782563025213
2054,6851.638020330934,9942.750588235294,5981.251764705881,409.5058823529414
2055,6658.207789196408,9914.897584033613,6020.674894957983,380.37762605042053
2056,6458.569971061808,9873.559663865548,6060.250420168067,349.7394957983196
2057,6252.724565927136,9818.2525,6100.032499999999,317.53750000000036
2058,6040.671573792386,9748.491764705883,6140.075294117647,283.7176470588239
2059,5822.4109946575645,9663.793130252101,6180.432962184874,248.22594537815166
2060,5597.942828522668,9563.672268907563,6221.159663865545,211.00840336134502
