Year,coal,natural gas,hydro,oil products
2012,9859.31,4367.89,3683.0,664.65
2013,10370.7730812003,4669.903701728545,3787.0,660.0
2014,10360.162714269612,4971.91740345709,3904.0,650.0
2015,10333.436650757621,4827.626869535754,3897.0,640.0
2016,10290.594890664328,4683.336335614419,4049.0,632.0
2017,10231.63743398973,4545.3891324510005,4037.0,628.0
2018,10156.56428073383,4411.505150354133,3676.8980834000727,620.1415077989601
2019,10065.375430896624,4281.5647075538545,3792.5488752275,603.0
2020,9950.013036187464,4157.308971277518,3905.569657535189,583.6524263431543
2021,9834.650641478303,4033.0532350011817,4016.0803250182607,564.3048526863084
2022,9695.114701897188,3914.260055500739,4124.200772371836,545.6926343154246
2023,9539.463065734768,3798.965917216354,4230.0508942910365,527.0804159445407
2024,9367.695732991046,3687.067756239112,4333.7505854709825,508.4681975736568
2025,9179.812703666019,3578.4655443972247,4435.419740606794,489.8559792027729
2026,8975.813977759688,3473.0621998386932,4535.178254393593,471.24376083188906
2027,8755.699555272055,3370.7635002477564,4633.1460215265015,452.6315424610052
2028,8519.469436203119,3271.4779986175363,4729.442936700638,434.0193240901213
2029,8267.123620552877,3175.116941503593,4824.188894611125,415.4071057192374
2030,7990.604260030681,3082.9715413338968,4917.5037899530835,396.79488734835354
2031,7714.084899508484,2990.8261411642006,5009.507517421633,378.1826689774697
2032,7413.391994114332,2902.7316564302714,5100.319971711895,359.5704506065858
2033,7096.583392138877,2817.2319859296813,5190.0610475189915,340.95823223570187
2034,6763.659093582118,2734.250699668818,5278.850639538042,322.346013864818
2035,6414.619098444055,2653.7136188918826,5366.808642464168,303.73379549393417
2036,6049.463406724689,2575.5487497709073,5454.0549509924895,285.12157712305026
2037,5668.192018424019,2499.6862190489223,5540.70945981813,266.50935875216635
2038,5270.804933542046,2426.0582115787524,5626.892063636207,247.8971403812825
2039,4857.302152078768,2354.598909701594,5712.722657141845,229.28492201039865
2040,4419.625825743536,2286.265848976329,5798.321135030162,207.01
2041,3981.9494994083034,2217.9327882510634,5883.807391996279,192.06048526863083
2042,3520.0996282011156,2152.6037998935494,5969.3013227353185,173.44826689774698
2043,3042.1340604126235,2089.199070351462,6054.922821942401,154.83604852686312
2044,2548.05279604283,2027.661920773929,6140.791784312647,136.22383015597916
2045,2037.8558350917301,1967.9373417799604,6227.0281045411775,117.6116117850953
2046,1511.543177559328,1909.971944284377,6313.751677323114,98.99939341421145
2047,969.1148234456232,1853.7139117721636,6401.082397353576,80.3871750433276
2048,410.5707727506124,1799.1129539785693,6489.140159327686,61.77495667244375
2049,0.0,1746.1202619335593,6578.044857940564,43.162738301559784
2050,0.0,1695.4459235565641,6667.916387887329,0.0
2051,0.0,1644.7715851795692,6758.874643863106,0.0
2052,0.0,1596.3250027095494,6851.039520563013,0.0
2053,0.0,1549.3054094787487,6944.530912682172,0.0
2054,0.0,1503.6707736619064,7039.4687149157035,0.0
2055,0.0,1459.3803014769699,7135.972821958729,0.0
2056,0.0,1416.3944007186542,7234.163128506369,0.0
2057,0.0,1374.6746453661206,7334.159529253744,0.0
2058,0.0,1334.1837412331288,7436.081918895976,0.0
2059,0.0,1294.8854926299628,7540.050192128185,0.0
2060,0.0,1256.7447700073253,7646.18424364549,0.0
