"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input ,Original Units,Conversion calculation**,Common Units,Weight,Assumptions
"Project Drawdown 2016, based on SOLAW report",http://www.fao.org/fileadmin/templates/solaw/files/thematic_reports/TR_02_light.pdf,World,,,2 - Public Sector/ Multilateral Agency,2014.0,yes,6.0,DM tons fodder/ha/yr,,DM tons fodder/ha/yr,0.0,PRIME
"Project Drawdown 2016, based on SOLAW report",http://www.fao.org/fileadmin/templates/solaw/files/thematic_reports/TR_02_light.pdf,World,,,2 - Public Sector/ Multilateral Agency,2014.0,yes,5.0,DM tons fodder/ha/yr,,DM tons fodder/ha/yr,0.0,GOOD- MINIMAL
"Project Drawdown 2016, based on SOLAW report",http://www.fao.org/fileadmin/templates/solaw/files/thematic_reports/TR_02_light.pdf,World,,,2 - Public Sector/ Multilateral Agency,2014.0,yes,4.0,DM tons fodder/ha/yr,,DM tons fodder/ha/yr,0.0,GOOD- MODERATE
"Project Drawdown 2016, based on SOLAW report",http://www.fao.org/fileadmin/templates/solaw/files/thematic_reports/TR_02_light.pdf,World,,,2 - Public Sector/ Multilateral Agency,2014.0,yes,3.0,DM tons fodder/ha/yr,,DM tons fodder/ha/yr,0.0,GOOD-STEEP
"Project Drawdown 2016, based on SOLAW report",http://www.fao.org/fileadmin/templates/solaw/files/thematic_reports/TR_02_light.pdf,World,,,2 - Public Sector/ Multilateral Agency,2014.0,yes,3.0,DM tons fodder/ha/yr,,DM tons fodder/ha/yr,0.0,MARGINAL- MINIMAL
"Project Drawdown 2016, based on SOLAW report",http://www.fao.org/fileadmin/templates/solaw/files/thematic_reports/TR_02_light.pdf,World,,,2 - Public Sector/ Multilateral Agency,2014.0,yes,2.5,DM tons fodder/ha/yr,,DM tons fodder/ha/yr,0.0,MARGINAL- MODERATE
"Project Drawdown 2016, based on SOLAW report",http://www.fao.org/fileadmin/templates/solaw/files/thematic_reports/TR_02_light.pdf,World,,,2 - Public Sector/ Multilateral Agency,2014.0,yes,0.5,DM tons fodder/ha/yr,,DM tons fodder/ha/yr,0.0,MARGINAL- STEEP
