"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Andrade 2008 ,http://link.springer.com/article/10.1007/s11104-008-9600-x,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2008,,,t C/ha/yr,,t C/ha/yr,,AGB + SOC p. 19-20,
Andrade 2008 : ,http://link.springer.com/article/10.1007/s11104-008-9600-x,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2008,,,t C/ha/yr,,t C/ha/yr,,Pasture with P. saman trees vs. untreed pasture with same grass species (hr) (estimated from Figure 4),True
Ibrahim et al. 2007,http://www.cipav.org.co/pdf/red%20de%20agroforesteria/Articulos/almacenamiento%20de%20carbono%20en%20el%20suelo%20y%20la%20biomasa%20arborea.pdf,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,improved cattle pasture with low density of trees in Costa Rica. minus total carbon of degraded pasture control. Data taken from Figura 2. Length of treatment implementation taken from Cuadro 1.,True
Ibrahim et al. 2007,http://www.cipav.org.co/pdf/red%20de%20agroforesteria/Articulos/almacenamiento%20de%20carbono%20en%20el%20suelo%20y%20la%20biomasa%20arborea.pdf,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,"natural cattle pasture with high density of trees in Costa Rica, minus total carbon of degraded pasture control. Data taken from Figura 2. Length of treatment implementation taken from Cuadro 1..",True
Ibrahim et al. 2007,http://www.cipav.org.co/pdf/red%20de%20agroforesteria/Articulos/almacenamiento%20de%20carbono%20en%20el%20suelo%20y%20la%20biomasa%20arborea.pdf,Latin America,"Matiguas, Nicaragua",Tropical-Humid,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,"natural cattle pasture with low density of trees in Matiguas, Nicaragua, minus degraded pasture control. Data taken from Figura 2. Length of treatment implementation taken from Cuadro 1.",True
Ibrahim et al. 2007,http://www.cipav.org.co/pdf/red%20de%20agroforesteria/Articulos/almacenamiento%20de%20carbono%20en%20el%20suelo%20y%20la%20biomasa%20arborea.pdf,Latin America,"Matiguas, Nicaragua",Tropical-Humid,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,"improved cattle pasture with high density of trees, in Matiguas, Nicaragua, minus degraded pasture control.Data taken from Figura 2. Length of treatment implementation taken from Cuadro 1.",True
Fernández-Núñez et al. 2010,http://www.sciencedirect.com/science/article/pii/S0925857410000674,OECD90,NW Spain,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2010,,,t C/ha/yr,,t C/ha/yr,,Dehesa system in NW Spain. High density (2500 trees per ha) Pinus radiata silvopasture. 10 year carbon balance including soil and GHG emissions. Data taken from Figure 4. ,
Fernández-Núñez et al. 2010,http://www.sciencedirect.com/science/article/pii/S0925857410000674,OECD90,NW Spain,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2010,,,t C/ha/yr,,t C/ha/yr,,Dehesa system in NW Spain. Low density (833 trees per ha) Pinus radiata silvopasture. 10 year carbon balance including soil and GHG emissions. Data taken from Figure 4. ,
Fernández-Núñez et al. 2010: ,http://www.sciencedirect.com/science/article/pii/S0925857410000674,OECD90,NW Spain,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2010,,,t C/ha/yr,,t C/ha/yr,,Dehesa system in NW Spain. High density (2500 trees per ha) Betula alba silvopasture. 10 year carbon balance including soil and GHG emissions. Data taken from Figure 5. ,
Fernández-Núñez et al. 2010: ,http://www.sciencedirect.com/science/article/pii/S0925857410000674,OECD90,NW Spain,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2010,,,t C/ha/yr,,t C/ha/yr,,Dehesa system in NW Spain. Low density (833 trees per ha) Betula alba silvopasture. 10 year carbon balance including soil and GHG emissions. Data taken from Figure 5. ,
