"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Project Drawdown 2019,,World,Global,,2019,,0.17464198393293748,% of grazing land,,% of grazing land,,Based on global averages for variables 29 & 30,
"den Herder et al 2017; % silvopasture of actively grazed lands; den Herder, M., Moreno, G., Mosquera-Losada, R. M., Palma, J. H., Sidiropoulou, A., Freijanes, J. J. S., ... & Papanastasis, V. P. (2017). Current extent and stratification of agroforestry in the European Union. Agriculture, Ecosystems & Environment, 241, 121-132.",https://www.researchgate.net/profile/Michael_Herder/publication/315471872_Current_extent_and_stratification_of_agroforestry_in_the_European_Union/links/5912e8c3a6fdcc963e7e8dae/Current-extent-and-stratification-of-agroforestry-in-the-European-Union.pdf,EU,Europe,1  - Peer Reviewed,2017,,0.35,% of grazing land,,% of grazing land,,"Percent of grazed lands under silvopasture, see Section 3.2, p. 8",1.0
"Nair et al 2009; estimate of pasture land in the world under silvopastoral combination; Ramachandran Nair, P. K., Mohan Kumar, B., & Nair, V. D. (2009). Agroforestry as a strategy for carbon sequestration. Journal of plant nutrition and soil science, 172(1), 10-23.",http://onlinelibrary.wiley.com/wol1/doi/10.1002/jpln.200800030/abstract,World,Global,1  - Peer Reviewed,2009,,0.15,% of grazing land,,% of grazing land,,"Authors' estimate of total pasture lands under silvopasture globally, see p. 16",
"Somarriba et al 2012; estimated area under silvopasture in Nicaragua; Somarriba, E., Beer, J., Alegre-Orihuela, J., Andrade, H. J., Cerda, R., DeClerck, F., ... & Krishnamurthy, L. (2012). Mainstreaming agroforestry in Latin America. In Agroforestry-The Future of Global Land Use (pp. 429-453). Springer, Dordrecht.",https://link.springer.com/chapter/10.1007%2F978-94-007-4676-3_21,Latin America,Nicaragua,1  - Peer Reviewed,2012,,0.45,% of grazing land,,% of grazing land,,"Area estimated under silvopasture = 45% of pasture lands in Nicaragua, as verified by the Instituto Nacioanl Forestal - see p. 432",1.0
"Somarriba et al 2012; estimated area under silvopasture in Colombia; Somarriba, E., Beer, J., Alegre-Orihuela, J., Andrade, H. J., Cerda, R., DeClerck, F., ... & Krishnamurthy, L. (2012). Mainstreaming agroforestry in Latin America. In Agroforestry-The Future of Global Land Use (pp. 429-453). Springer, Dordrecht.",https://link.springer.com/chapter/10.1007%2F978-94-007-4676-3_21,Latin America,Colombia,1  - Peer Reviewed,2012,,0.402,% of grazing land,,% of grazing land,,"Estimated total area in silvopasture systems (40.2% of total pasture area), see text p. 432 ",1.0
"Somarriba et al 2012; estimated area under silvopasture in Latin America; Somarriba, E., Beer, J., Alegre-Orihuela, J., Andrade, H. J., Cerda, R., DeClerck, F., ... & Krishnamurthy, L. (2012). Mainstreaming agroforestry in Latin America. In Agroforestry-The Future of Global Land Use (pp. 429-453). Springer, Dordrecht.",https://link.springer.com/chapter/10.1007%2F978-94-007-4676-3_21,Latin America,Latin America,1  - Peer Reviewed,2012,,0.1592470052195548,% of grazing land,,% of grazing land,,"Calculated percent of pasture area (533,762,000 ha) under silvopasture (85 Mha based on Nair 2009 and Zomer 2009), see p. 432",1.0
"Bigelow & Borchers 2017; percentage of total US grazing area under forest grazing; Bigelow D.P. & Borchers A. (2017). Major Uses of Land in the United States, 2012. United States Department of Agriculture, Economic Information Bulletin Number 178.",https://www.ers.usda.gov/webdocs/publications/84880/eib-178.pdf?v=42972,USA,USA,1  - Peer Reviewed,2012,,0.16290726817042606,% of grazing land,,% of grazing land,,"Calculated total area grazed forestland (130 million acres) over total grazing land (798 million acres), see p. 26",1.0
