"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Andrade 2008; min of range for SP systems in Costa Rica, includes AGB/BGB/SOC; Andrade, H. J., Brook, R., & Ibrahim, M. (2008). Growth, production and carbon sequestration of silvopastoral systems with native timber species in the dry lowlands of Costa Rica. Plant and Soil, 308(1-2), 11-22.",http://link.springer.com/article/10.1007/s11104-008-9600-x,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2008,,0.8,t C/ha/yr,,t C/ha/yr,,"Min value of range measured in several SP systems for biomass (AGB + BGB) components, see text p. 21",
"Andrade 2008; max of range for SP systems in Costa Rica, includes AGB/BGB/SOC; Andrade, H. J., Brook, R., & Ibrahim, M. (2008). Growth, production and carbon sequestration of silvopastoral systems with native timber species in the dry lowlands of Costa Rica. Plant and Soil, 308(1-2), 11-22.",http://link.springer.com/article/10.1007/s11104-008-9600-x,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2008,,2.9,t C/ha/yr,,t C/ha/yr,,"Max value of range measured in several SP systems for biomass (AGB + BGB) components, see text p. 21",
"Ibrahim et al. 2007; AGB for improved cattle pasture with low density of trees in Costa Rica; Ibrahim, M., Chacón, M., Cuartas, C., Naranjo, J., Ponce, G., Vega, P., ... & Rojas, J. (2007). Almacenamiento de carbono en el suelo y la biomasa arbórea en sistemas de usos de la tierra en paisajes ganaderos de Colombia, Costa Rica y Nicaragua. Agroforestería en las Américas, 45(1), 27-36.",http://www.cipav.org.co/pdf/red%20de%20agroforesteria/Articulos/almacenamiento%20de%20carbono%20en%20el%20suelo%20y%20la%20biomasa%20arborea.pdf,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2007,,0.23285714285714285,t C/ha/yr,,t C/ha/yr,,Improved cattle pasture with low density of trees in Costa Rica (Fig. 2). Length of treatment implementation assumed: 7 years (Table 1),1.0
"Ibrahim et al. 2007; AGB for natural cattle pasture with high density of trees in Costa Rica; Ibrahim, M., Chacón, M., Cuartas, C., Naranjo, J., Ponce, G., Vega, P., ... & Rojas, J. (2007). Almacenamiento de carbono en el suelo y la biomasa arbórea en sistemas de usos de la tierra en paisajes ganaderos de Colombia, Costa Rica y Nicaragua. Agroforestería en las Américas, 45(1), 27-36.",http://www.cipav.org.co/pdf/red%20de%20agroforesteria/Articulos/almacenamiento%20de%20carbono%20en%20el%20suelo%20y%20la%20biomasa%20arborea.pdf,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2007,,0.443125,t C/ha/yr,,t C/ha/yr,,Natural cattle pasture with high density of trees in Costa Rica (Fig. 2). Length of treatment implementation assumed: 16 years (Table 1),1.0
"Ibrahim et al. 2007; AGB for natural cattle pasture with low density of trees in Costa Rica; Ibrahim, M., Chacón, M., Cuartas, C., Naranjo, J., Ponce, G., Vega, P., ... & Rojas, J. (2007). Almacenamiento de carbono en el suelo y la biomasa arbórea en sistemas de usos de la tierra en paisajes ganaderos de Colombia, Costa Rica y Nicaragua. Agroforestería en las Américas, 45(1), 27-36.",http://www.cipav.org.co/pdf/red%20de%20agroforesteria/Articulos/almacenamiento%20de%20carbono%20en%20el%20suelo%20y%20la%20biomasa%20arborea.pdf,Latin America,"Matiguas, Nicaragua",Tropical-Humid,1  - Peer Reviewed,2007,,0.9916666666666667,t C/ha/yr,,t C/ha/yr,,Natural cattle pasture with low density of trees in Nicaragua (Fig. 2). Length of treatment implementation assumed: 12 years (Table 1),1.0
"Ibrahim et al. 2007; AGB for improved cattle pasture with high density of trees in Costa Rica; Ibrahim, M., Chacón, M., Cuartas, C., Naranjo, J., Ponce, G., Vega, P., ... & Rojas, J. (2007). Almacenamiento de carbono en el suelo y la biomasa arbórea en sistemas de usos de la tierra en paisajes ganaderos de Colombia, Costa Rica y Nicaragua. Agroforestería en las Américas, 45(1), 27-36.",http://www.cipav.org.co/pdf/red%20de%20agroforesteria/Articulos/almacenamiento%20de%20carbono%20en%20el%20suelo%20y%20la%20biomasa%20arborea.pdf,Latin America,"Matiguas, Nicaragua",Tropical-Humid,1  - Peer Reviewed,2007,,4.5,t C/ha/yr,,t C/ha/yr,,Improved cattle pasture with high density of trees in Nicaragua (Fig. 2). Length of treatment implementation assumed: 2 years (Table 1),1.0
"Fernández-Núñez et al. 2010; measurement for high density P radiata dehesa system in Spain (includes AGB for trees and pasture and tree litterfall); Fernández-Núñez, E., Rigueiro-Rodríguez, A., & Mosquera-Losada, M. R. (2010). Carbon allocation dynamics one decade after afforestation with Pinus radiata D. Don and Betula alba L. under two stand densities in NW Spain. Ecological engineering, 36(7), 876-890.",http://www.sciencedirect.com/science/article/pii/S0925857410000674,OECD90,NW Spain,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2010,,8.879999999999999,t C/ha/yr,,t C/ha/yr,,Dehesa system in NW Spain. High density (2500 trees per ha) Pinus radiata silvopasture. 10 year carbon balance including soil and GHG emissions. Data taken from Figure 4. ,
"Fernández-Núñez et al. 2010; measurement for low density P radiata dehesa system in Spain (includes AGB for trees and pasture and tree litterfall); Fernández-Núñez, E., Rigueiro-Rodríguez, A., & Mosquera-Losada, M. R. (2010). Carbon allocation dynamics one decade after afforestation with Pinus radiata D. Don and Betula alba L. under two stand densities in NW Spain. Ecological engineering, 36(7), 876-890.",http://www.sciencedirect.com/science/article/pii/S0925857410000674,OECD90,NW Spain,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2010,,4.949999999999999,t C/ha/yr,,t C/ha/yr,,Dehesa system in NW Spain. Low density (833 trees per ha) Pinus radiata silvopasture. 10 year carbon balance including soil and GHG emissions. Data taken from Figure 4. ,
"Fernández-Núñez et al. 2010; measurement for high density B alba dehesa system in Spain (includes AGB for trees and pasture); Fernández-Núñez, E., Rigueiro-Rodríguez, A., & Mosquera-Losada, M. R. (2010). Carbon allocation dynamics one decade after afforestation with Pinus radiata D. Don and Betula alba L. under two stand densities in NW Spain. Ecological engineering, 36(7), 876-890.",http://www.sciencedirect.com/science/article/pii/S0925857410000674,OECD90,NW Spain,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2010,,3.09,t C/ha/yr,,t C/ha/yr,,Dehesa system in NW Spain. High density (2500 trees per ha) Betula alba silvopasture. 10 year carbon balance including soil and GHG emissions. Data taken from Figure 5. ,
"Fernández-Núñez et al. 2010; measurement for low density B alba dehesa system in Spain (includes AGB for trees and pasture); Fernández-Núñez, E., Rigueiro-Rodríguez, A., & Mosquera-Losada, M. R. (2010). Carbon allocation dynamics one decade after afforestation with Pinus radiata D. Don and Betula alba L. under two stand densities in NW Spain. Ecological engineering, 36(7), 876-890.",http://www.sciencedirect.com/science/article/pii/S0925857410000674,OECD90,NW Spain,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2010,,2.92,t C/ha/yr,,t C/ha/yr,,Dehesa system in NW Spain. Low density (833 trees per ha) Betula alba silvopasture. 10 year carbon balance including soil and GHG emissions. Data taken from Figure 5. ,
