"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Smith et al. 2011,http://www2.ca.uky.edu/agcomm/pubs/id/id143/id143.pdf,USA,USA - Kentucky,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,2011,,129.0,USD2011/acre/yr,334.7045350758195,US$2014/ ha/ yr,,Refer table 2,
CIAS 1996,http://www.cias.wisc.edu/management-intensive-rotational-grazings-senseand-dollars/,USA,USA - Wisconsin,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,1996,,3126.0,USD1996 per 150 acres,77.24521053134083,US$2014/ ha/ yr,,"Refer table 2; 70 cows, reduced machinery",
CIAS 1996,http://www.cias.wisc.edu/management-intensive-rotational-grazings-senseand-dollars/,USA,USA - Wisconsin,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,1996,,12310.0,USD1996 per 150 acres,304.18699348714193,US$2014/ ha/ yr,,"Refer table 3; 70 cows, full machinery, increased yield",
CIAS 1996,http://www.cias.wisc.edu/management-intensive-rotational-grazings-senseand-dollars/,USA,USA - Wisconsin,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,1996,,17828.0,USD1996 per 150 acres,440.53986351655294,US$2014/ ha/ yr,,"Refer table 4; 70 cows, reduced machinery",
Horner et al. 2011,http://extension.missouri.edu/p/G3052,USA,USA - Missouri,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,2011,,2843.0,USD2011 per 65 acre,113.48419716404945,US$2014/ ha/ yr,,Refer table 9,
Janssen 2015,https://openprairie.sdstate.edu/cgi/viewcontent.cgi?article=1007&context=plant_faculty_pubs,USA,South Dakota and Nebraska,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2015,,178.43,2015 USD/acre,71.28706732,US$2014/ ha/ yr,,rotational grazing,
Janssen 2015,https://openprairie.sdstate.edu/cgi/viewcontent.cgi?article=1007&context=plant_faculty_pubs,USA,South Dakota and Nebraska,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2015,,185.99,2015 USD/acre,74.30746876,US$2014/ ha/ yr,,rotational grazing,
Janssen 2015,https://openprairie.sdstate.edu/cgi/viewcontent.cgi?article=1007&context=plant_faculty_pubs,USA,South Dakota and Nebraska,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2015,,108.02,2015 USD/acre,43.15658248,US$2014/ ha/ yr,,mob grazing,
Silva 2017,https://www.sciencedirect.com/science/article/pii/S0308521X16303845,Latin America,Brazil,Tropical-Humid,1  - Peer Reviewed,2017,,300.0,Brazilian reales/ha/yr,78.0,US$2014/ ha/ yr,,optimized pasture mgt and stocking rates,
Stinner 1997,https://www.sciencedirect.com/science/article/pii/S0167880996011358,USA,West Virginia,Temperate/Boreal-Humid,1  - Peer Reviewed,1997,,200.0,1997 USD/ha/yr,200.0,US$2014/ ha/ yr,,holistic management,
Franco 2010,http://revistas.elpoli.edu.co/index.php/pol/article/viewFile/185/159,Latin America,Colombia,Tropical-Humid,1  - Peer Reviewed,2010,,910561.0,2010 Colombian $,455.2805,US$2014/ ha/ yr,,rotational grazing,
Giraldo 2008,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=zamocat.xis&method=post&formato=2&cantidad=1&expresion=mfn=024468,Latin America,Colombia,Tropical-Humid,1  - Peer Reviewed,2008,,1030.0,USD 2008,1030.0,US$2014/ ha/ yr,,rotational grazing,
Montoya 2003,file:///Users/erictoensmeier1234/Downloads/Dialnet-AnalisisTecnicoYEconomicoDeUnModeloDeProduccionDeC-3298165.pdf,Latin America,Colombia,Tropical-Humid,1  - Peer Reviewed,2003,,556.0,2003 USD,717.24,US$2014/ ha/ yr,,rotational grazing,
Zambrano 2005,http://avpa.ula.ve/eventos/ix_seminario_pastosyforraje/Conferencias/C12-CesarZambrano.pdf,Latin America,Venezuela,Tropical-Humid,1  - Peer Reviewed,2005,,82371.91,bolivars,53.62754557291667,US$2014/ ha/ yr,,rotational grazing,
"Corsi (2001); intensive rotational beef $/ha ""Impact of grazing management on productivity of tropical grasslands""  XIX International Grassland Congress, Brazil. 2001.",https://pdfs.semanticscholar.org/53c2/83924a21d4dc5c781921ef5ad16ac45d1a8c.pdf,Latin America,Brazil,Tropical-Humid,1  - Peer Reviewed,2001,,120.0,USD 2001,160.8,US$2014/ ha/ yr,,intensive rotational grazing p 2-3,
"Corsi (2001); intensive rotational dairy $/ha ""Impact of grazing management on productivity of tropical grasslands""  XIX International Grassland Congress, Brazil. 2001.",https://pdfs.semanticscholar.org/53c2/83924a21d4dc5c781921ef5ad16ac45d1a8c.pdf,Latin America,Brazil,Tropical-Humid,1  - Peer Reviewed,2001,,400.0,USD 2001,536.0,US$2014/ ha/ yr,,intensive rotational grazing p 2-3,
"Corsi (2001); intensive beef $/ha ""Impact of grazing management on productivity of tropical grasslands""  XIX International Grassland Congress, Brazil. 2001.",https://pdfs.semanticscholar.org/53c2/83924a21d4dc5c781921ef5ad16ac45d1a8c.pdf,Latin America,Brazil,Tropical-Humid,1  - Peer Reviewed,2001,,125.0,USD 2001,167.5,US$2014/ ha/ yr,,intensive rotational grazing beef Table 4,
"Corsi (2001); intensive $/ha ""Impact of grazing management on productivity of tropical grasslands""  XIX International Grassland Congress, Brazil. 2001.",https://pdfs.semanticscholar.org/53c2/83924a21d4dc5c781921ef5ad16ac45d1a8c.pdf,Latin America,Brazil,Tropical-Humid,1  - Peer Reviewed,2001,,511.5,2001 Reales,1302.279,US$2014/ ha/ yr,,intensive rotational grazing Table 16,
"Maiheu (2008) ""Intensive grazing system fro small ruminants in the tropics"" Small Ruminant Research (77) 195-207",https://www.sciencedirect.com/science/article/pii/S0921448808000667,Latin America,Guadeloupe,Tropical-Semi-Arid,1  - Peer Reviewed,2008,,7466.0,2006 Euros,9783.446399999999,US$2014/ ha/ yr,,gross margin/ha excluding labor; Table 8,
